Total Nacional;Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Total Nacional;05 Canarias;De 80 a 84 años;Total;2021;10,868
Total Nacional;05 Canarias;De 80 a 84 años;Total;2020;4,128
Total Nacional;05 Canarias;De 80 a 84 años;Total;2019;4,138
Total Nacional;05 Canarias;De 80 a 84 años;Total;2018;4,051
Total Nacional;05 Canarias;De 80 a 84 años;Hombres;2021;15,709
Total Nacional;05 Canarias;De 80 a 84 años;Hombres;2020;4,901
Total Nacional;05 Canarias;De 80 a 84 años;Hombres;2019;9,867
Total Nacional;05 Canarias;De 80 a 84 años;Hombres;2018;9,714
Total Nacional;05 Canarias;De 80 a 84 años;Mujeres;2021;7,432
Total Nacional;05 Canarias;De 80 a 84 años;Mujeres;2020;3,566
Total Nacional;05 Canarias;De 80 a 84 años;Mujeres;2019;0,000
Total Nacional;05 Canarias;De 80 a 84 años;Mujeres;2018;0,000
Total Nacional;05 Canarias;De 85 a 89 años;Total;2021;0,000
Total Nacional;05 Canarias;De 85 a 89 años;Total;2020;9,037
Total Nacional;05 Canarias;De 85 a 89 años;Total;2019;0,000
Total Nacional;05 Canarias;De 85 a 89 años;Total;2018;6,733
Total Nacional;05 Canarias;De 85 a 89 años;Hombres;2021;0,000
Total Nacional;05 Canarias;De 85 a 89 años;Hombres;2020;15,857
Total Nacional;05 Canarias;De 85 a 89 años;Hombres;2019;0,000
Total Nacional;05 Canarias;De 85 a 89 años;Hombres;2018;18,033
Total Nacional;05 Canarias;De 85 a 89 años;Mujeres;2021;0,000
Total Nacional;05 Canarias;De 85 a 89 años;Mujeres;2020;4,858
Total Nacional;05 Canarias;De 85 a 89 años;Mujeres;2019;0,000
Total Nacional;05 Canarias;De 85 a 89 años;Mujeres;2018;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Total;2021;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Total;2020;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Total;2019;17,019
Total Nacional;05 Canarias;De 90 a 94 años;Total;2018;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Hombres;2021;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Hombres;2020;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Hombres;2019;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Hombres;2018;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Mujeres;2021;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Mujeres;2020;0,000
Total Nacional;05 Canarias;De 90 a 94 años;Mujeres;2019;25,668
Total Nacional;05 Canarias;De 90 a 94 años;Mujeres;2018;0,000
Total Nacional;05 Canarias;95 y más años;Total;2021;0,000
Total Nacional;05 Canarias;95 y más años;Total;2020;25,307
Total Nacional;05 Canarias;95 y más años;Total;2019;0,000
Total Nacional;05 Canarias;95 y más años;Total;2018;0,000
Total Nacional;05 Canarias;95 y más años;Hombres;2021;0,000
Total Nacional;05 Canarias;95 y más años;Hombres;2020;78,116
Total Nacional;05 Canarias;95 y más años;Hombres;2019;0,000
Total Nacional;05 Canarias;95 y más años;Hombres;2018;0,000
Total Nacional;05 Canarias;95 y más años;Mujeres;2021;0,000
Total Nacional;05 Canarias;95 y más años;Mujeres;2020;0,000
Total Nacional;05 Canarias;95 y más años;Mujeres;2019;0,000
Total Nacional;05 Canarias;95 y más años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;Todas las edades;Total;2021;2,224
Total Nacional;06 Cantabria;Todas las edades;Total;2020;2,919
Total Nacional;06 Cantabria;Todas las edades;Total;2019;3,781
Total Nacional;06 Cantabria;Todas las edades;Total;2018;3,959
Total Nacional;06 Cantabria;Todas las edades;Hombres;2021;4,230
Total Nacional;06 Cantabria;Todas las edades;Hombres;2020;4,229
Total Nacional;06 Cantabria;Todas las edades;Hombres;2019;6,700
Total Nacional;06 Cantabria;Todas las edades;Hombres;2018;7,411
Total Nacional;06 Cantabria;Todas las edades;Mujeres;2021;0,332
Total Nacional;06 Cantabria;Todas las edades;Mujeres;2020;1,675
Total Nacional;06 Cantabria;Todas las edades;Mujeres;2019;1,006
Total Nacional;06 Cantabria;Todas las edades;Mujeres;2018;0,672
Total Nacional;06 Cantabria;Menores de 1 año;Total;2021;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Total;2020;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Total;2019;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Total;2018;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Hombres;2021;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Hombres;2020;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Hombres;2019;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Hombres;2018;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;06 Cantabria;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Total;2021;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Total;2020;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Total;2019;1,372
Total Nacional;06 Cantabria;De 1 a 14 años;Total;2018;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Hombres;2021;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Hombres;2020;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Hombres;2019;2,648
Total Nacional;06 Cantabria;De 1 a 14 años;Hombres;2018;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 1 a 14 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 15 a 29 años;Total;2021;2,547
Total Nacional;06 Cantabria;De 15 a 29 años;Total;2020;5,136
Total Nacional;06 Cantabria;De 15 a 29 años;Total;2019;3,915
Total Nacional;06 Cantabria;De 15 a 29 años;Total;2018;3,965
Total Nacional;06 Cantabria;De 15 a 29 años;Hombres;2021;4,967
Total Nacional;06 Cantabria;De 15 a 29 años;Hombres;2020;2,488
Total Nacional;06 Cantabria;De 15 a 29 años;Hombres;2019;7,603
Total Nacional;06 Cantabria;De 15 a 29 años;Hombres;2018;5,145
Total Nacional;06 Cantabria;De 15 a 29 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 15 a 29 años;Mujeres;2020;7,961
Total Nacional;06 Cantabria;De 15 a 29 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 15 a 29 años;Mujeres;2018;2,718
Total Nacional;06 Cantabria;De 30 a 39 años;Total;2021;4,527
Total Nacional;06 Cantabria;De 30 a 39 años;Total;2020;2,923
Total Nacional;06 Cantabria;De 30 a 39 años;Total;2019;0,000
Total Nacional;06 Cantabria;De 30 a 39 años;Total;2018;3,987
Total Nacional;06 Cantabria;De 30 a 39 años;Hombres;2021;9,083
Total Nacional;06 Cantabria;De 30 a 39 años;Hombres;2020;5,836
Total Nacional;06 Cantabria;De 30 a 39 años;Hombres;2019;0,000
Total Nacional;06 Cantabria;De 30 a 39 años;Hombres;2018;7,926
Total Nacional;06 Cantabria;De 30 a 39 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 30 a 39 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 30 a 39 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 30 a 39 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 40 a 44 años;Total;2021;2,065
Total Nacional;06 Cantabria;De 40 a 44 años;Total;2020;2,035
Total Nacional;06 Cantabria;De 40 a 44 años;Total;2019;4,019
Total Nacional;06 Cantabria;De 40 a 44 años;Total;2018;6,042
Total Nacional;06 Cantabria;De 40 a 44 años;Hombres;2021;4,128
Total Nacional;06 Cantabria;De 40 a 44 años;Hombres;2020;0,000
Total Nacional;06 Cantabria;De 40 a 44 años;Hombres;2019;7,981
Total Nacional;06 Cantabria;De 40 a 44 años;Hombres;2018;11,956
Total Nacional;06 Cantabria;De 40 a 44 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 40 a 44 años;Mujeres;2020;4,089
Total Nacional;06 Cantabria;De 40 a 44 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 40 a 44 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 45 a 49 años;Total;2021;4,038
Total Nacional;06 Cantabria;De 45 a 49 años;Total;2020;4,158
Total Nacional;06 Cantabria;De 45 a 49 años;Total;2019;10,537
Total Nacional;06 Cantabria;De 45 a 49 años;Total;2018;2,133
Total Nacional;06 Cantabria;De 45 a 49 años;Hombres;2021;8,080
Total Nacional;06 Cantabria;De 45 a 49 años;Hombres;2020;8,299
Total Nacional;06 Cantabria;De 45 a 49 años;Hombres;2019;16,838
Total Nacional;06 Cantabria;De 45 a 49 años;Hombres;2018;4,248
Total Nacional;06 Cantabria;De 45 a 49 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 45 a 49 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 45 a 49 años;Mujeres;2019;4,220
Total Nacional;06 Cantabria;De 45 a 49 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 50 a 54 años;Total;2021;2,142
Total Nacional;06 Cantabria;De 50 a 54 años;Total;2020;4,323
Total Nacional;06 Cantabria;De 50 a 54 años;Total;2019;2,180
Total Nacional;06 Cantabria;De 50 a 54 años;Total;2018;2,191
Total Nacional;06 Cantabria;De 50 a 54 años;Hombres;2021;4,287
Total Nacional;06 Cantabria;De 50 a 54 años;Hombres;2020;8,655
Total Nacional;06 Cantabria;De 50 a 54 años;Hombres;2019;4,370
Total Nacional;06 Cantabria;De 50 a 54 años;Hombres;2018;4,400
Total Nacional;06 Cantabria;De 50 a 54 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 50 a 54 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 50 a 54 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 50 a 54 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 55 a 59 años;Total;2021;0,000
Total Nacional;06 Cantabria;De 55 a 59 años;Total;2020;2,264
Total Nacional;06 Cantabria;De 55 a 59 años;Total;2019;4,543
Total Nacional;06 Cantabria;De 55 a 59 años;Total;2018;2,268
Total Nacional;06 Cantabria;De 55 a 59 años;Hombres;2021;0,000
Total Nacional;06 Cantabria;De 55 a 59 años;Hombres;2020;4,601
Total Nacional;06 Cantabria;De 55 a 59 años;Hombres;2019;4,630
Total Nacional;06 Cantabria;De 55 a 59 años;Hombres;2018;4,623
Total Nacional;06 Cantabria;De 55 a 59 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 55 a 59 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 55 a 59 años;Mujeres;2019;4,458
Total Nacional;06 Cantabria;De 55 a 59 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 60 a 64 años;Total;2021;4,596
Total Nacional;06 Cantabria;De 60 a 64 años;Total;2020;4,701
Total Nacional;06 Cantabria;De 60 a 64 años;Total;2019;4,834
Total Nacional;06 Cantabria;De 60 a 64 años;Total;2018;7,482
Total Nacional;06 Cantabria;De 60 a 64 años;Hombres;2021;9,460
Total Nacional;06 Cantabria;De 60 a 64 años;Hombres;2020;9,632
Total Nacional;06 Cantabria;De 60 a 64 años;Hombres;2019;9,882
Total Nacional;06 Cantabria;De 60 a 64 años;Hombres;2018;15,313
Total Nacional;06 Cantabria;De 60 a 64 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 60 a 64 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 60 a 64 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 60 a 64 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 65 a 69 años;Total;2021;2,723
Total Nacional;06 Cantabria;De 65 a 69 años;Total;2020;2,799
Total Nacional;06 Cantabria;De 65 a 69 años;Total;2019;2,848
Total Nacional;06 Cantabria;De 65 a 69 años;Total;2018;2,876
Total Nacional;06 Cantabria;De 65 a 69 años;Hombres;2021;5,705
Total Nacional;06 Cantabria;De 65 a 69 años;Hombres;2020;5,876
Total Nacional;06 Cantabria;De 65 a 69 años;Hombres;2019;5,971
Total Nacional;06 Cantabria;De 65 a 69 años;Hombres;2018;6,013
Total Nacional;06 Cantabria;De 65 a 69 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 65 a 69 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 65 a 69 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 65 a 69 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Total;2021;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Total;2020;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Total;2019;3,309
Total Nacional;06 Cantabria;De 70 a 74 años;Total;2018;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Hombres;2021;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Hombres;2020;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Hombres;2019;7,146
Total Nacional;06 Cantabria;De 70 a 74 años;Hombres;2018;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 70 a 74 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 75 a 79 años;Total;2021;4,185
Total Nacional;06 Cantabria;De 75 a 79 años;Total;2020;4,392
Total Nacional;06 Cantabria;De 75 a 79 años;Total;2019;4,641
Total Nacional;06 Cantabria;De 75 a 79 años;Total;2018;14,910
Total Nacional;06 Cantabria;De 75 a 79 años;Hombres;2021;0,000
Total Nacional;06 Cantabria;De 75 a 79 años;Hombres;2020;9,966
Total Nacional;06 Cantabria;De 75 a 79 años;Hombres;2019;10,523
Total Nacional;06 Cantabria;De 75 a 79 años;Hombres;2018;34,041
Total Nacional;06 Cantabria;De 75 a 79 años;Mujeres;2021;7,472
Total Nacional;06 Cantabria;De 75 a 79 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 75 a 79 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 75 a 79 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 80 a 84 años;Total;2021;0,000
Total Nacional;06 Cantabria;De 80 a 84 años;Total;2020;0,000
Total Nacional;06 Cantabria;De 80 a 84 años;Total;2019;11,058
Total Nacional;06 Cantabria;De 80 a 84 años;Total;2018;10,387
Total Nacional;06 Cantabria;De 80 a 84 años;Hombres;2021;0,000
Total Nacional;06 Cantabria;De 80 a 84 años;Hombres;2020;0,000
Total Nacional;06 Cantabria;De 80 a 84 años;Hombres;2019;27,630
Total Nacional;06 Cantabria;De 80 a 84 años;Hombres;2018;26,028
Total Nacional;06 Cantabria;De 80 a 84 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 80 a 84 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 80 a 84 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 80 a 84 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 85 a 89 años;Total;2021;0,000
Total Nacional;06 Cantabria;De 85 a 89 años;Total;2020;0,000
Total Nacional;06 Cantabria;De 85 a 89 años;Total;2019;6,794
Total Nacional;06 Cantabria;De 85 a 89 años;Total;2018;6,905
Total Nacional;06 Cantabria;De 85 a 89 años;Hombres;2021;0,000
Total Nacional;06 Cantabria;De 85 a 89 años;Hombres;2020;0,000
Total Nacional;06 Cantabria;De 85 a 89 años;Hombres;2019;0,000
Total Nacional;06 Cantabria;De 85 a 89 años;Hombres;2018;19,904
Total Nacional;06 Cantabria;De 85 a 89 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 85 a 89 años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;De 85 a 89 años;Mujeres;2019;10,454
Total Nacional;06 Cantabria;De 85 a 89 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Total;2021;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Total;2020;14,170
Total Nacional;06 Cantabria;De 90 a 94 años;Total;2019;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Total;2018;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Hombres;2021;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Hombres;2020;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Hombres;2019;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Hombres;2018;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Mujeres;2020;19,924
Total Nacional;06 Cantabria;De 90 a 94 años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;De 90 a 94 años;Mujeres;2018;0,000
Total Nacional;06 Cantabria;95 y más años;Total;2021;0,000
Total Nacional;06 Cantabria;95 y más años;Total;2020;0,000
Total Nacional;06 Cantabria;95 y más años;Total;2019;0,000
Total Nacional;06 Cantabria;95 y más años;Total;2018;53,174
Total Nacional;06 Cantabria;95 y más años;Hombres;2021;0,000
Total Nacional;06 Cantabria;95 y más años;Hombres;2020;0,000
Total Nacional;06 Cantabria;95 y más años;Hombres;2019;0,000
Total Nacional;06 Cantabria;95 y más años;Hombres;2018;234,532
Total Nacional;06 Cantabria;95 y más años;Mujeres;2021;0,000
Total Nacional;06 Cantabria;95 y más años;Mujeres;2020;0,000
Total Nacional;06 Cantabria;95 y más años;Mujeres;2019;0,000
Total Nacional;06 Cantabria;95 y más años;Mujeres;2018;0,000
Total Nacional;07 Castilla y León;Todas las edades;Total;2021;4,206
Total Nacional;07 Castilla y León;Todas las edades;Total;2020;4,433
Total Nacional;07 Castilla y León;Todas las edades;Total;2019;4,828
Total Nacional;07 Castilla y León;Todas las edades;Total;2018;5,725
Total Nacional;07 Castilla y León;Todas las edades;Hombres;2021;6,831
Total Nacional;07 Castilla y León;Todas las edades;Hombres;2020;7,287
Total Nacional;07 Castilla y León;Todas las edades;Hombres;2019;6,914
Total Nacional;07 Castilla y León;Todas las edades;Hombres;2018;8,653
Total Nacional;07 Castilla y León;Todas las edades;Mujeres;2021;1,657
Total Nacional;07 Castilla y León;Todas las edades;Mujeres;2020;1,651
Total Nacional;07 Castilla y León;Todas las edades;Mujeres;2019;2,794
Total Nacional;07 Castilla y León;Todas las edades;Mujeres;2018;2,869
Total Nacional;07 Castilla y León;Menores de 1 año;Total;2021;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Total;2020;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Total;2019;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Total;2018;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Hombres;2021;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Hombres;2020;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Hombres;2019;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Hombres;2018;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Mujeres;2021;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Mujeres;2020;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Mujeres;2019;0,000
Total Nacional;07 Castilla y León;Menores de 1 año;Mujeres;2018;0,000
Total Nacional;07 Castilla y León;De 1 a 14 años;Total;2021;0,768
Total Nacional;07 Castilla y León;De 1 a 14 años;Total;2020;1,498
Total Nacional;07 Castilla y León;De 1 a 14 años;Total;2019;0,369
Total Nacional;07 Castilla y León;De 1 a 14 años;Total;2018;1,461
Total Nacional;07 Castilla y León;De 1 a 14 años;Hombres;2021;1,493
Total Nacional;07 Castilla y León;De 1 a 14 años;Hombres;2020;0,726
Total Nacional;07 Castilla y León;De 1 a 14 años;Hombres;2019;0,000
Total Nacional;07 Castilla y León;De 1 a 14 años;Hombres;2018;2,125
Total Nacional;07 Castilla y León;De 1 a 14 años;Mujeres;2021;0,000
Total Nacional;07 Castilla y León;De 1 a 14 años;Mujeres;2020;2,321
Total Nacional;07 Castilla y León;De 1 a 14 años;Mujeres;2019;0,763
Total Nacional;07 Castilla y León;De 1 a 14 años;Mujeres;2018;0,754
Total Nacional;07 Castilla y León;De 15 a 29 años;Total;2021;3,824
Total Nacional;07 Castilla y León;De 15 a 29 años;Total;2020;3,480
Total Nacional;07 Castilla y León;De 15 a 29 años;Total;2019;5,383
Total Nacional;07 Castilla y León;De 15 a 29 años;Total;2018;5,052
Total Nacional;07 Castilla y León;De 15 a 29 años;Hombres;2021;6,190
Total Nacional;07 Castilla y León;De 15 a 29 años;Hombres;2020;6,757
Total Nacional;07 Castilla y León;De 15 a 29 años;Hombres;2019;9,232
Total Nacional;07 Castilla y León;De 15 a 29 años;Hombres;2018;7,364
Total Nacional;07 Castilla y León;De 15 a 29 años;Mujeres;2021;1,313
Total Nacional;07 Castilla y León;De 15 a 29 años;Mujeres;2020;0,000
Total Nacional;07 Castilla y León;De 15 a 29 años;Mujeres;2019;1,304
Total Nacional;07 Castilla y León;De 15 a 29 años;Mujeres;2018;2,602
Total Nacional;07 Castilla y León;De 30 a 39 años;Total;2021;5,902
